person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length
23,50000,0,2.0,5,6400,8.49,0.13,4
22,85000,0,0.0,5,12800,6.54,0.15,3
31,80004,0,9.0,3,3500,12.61,0.04,10
22,50000,2,3.0,1,5000,7.29,0.1,4
45,69600,2,11.0,5,6000,7.9,0.09,12
24,75000,0,8.0,1,5000,6.76,0.07,4
31,8000,3,0.0,1,4000,10.99,0.5,7
35,54084,3,2.0,0,3000,12.61,0.06,6
27,94700,0,8.0,1,8000,7.49,0.08,7
23,29000,2,4.0,1,10000,18.62,0.34,4
21,21600,2,4.0,5,7125,6.99,0.33,3
29,220000,2,1.0,4,14725,19.41,0.07,6
23,49980,0,7.0,3,4800,10.37,0.1,2
31,29000,3,4.0,4,3700,9.91,0.13,7
27,10400,2,4.0,4,4750,14.72,0.46,7
29,18000,3,3.0,5,1700,11.12,0.09,8
22,18000,3,1.0,3,6000,10.99,0.33,3
29,80000,3,2.0,3,30000,12.42,0.38,9
24,79000,3,0.0,3,8000,11.49,0.1,2
23,85000,0,6.0,1,10000,10.99,0.12,2
36,82500,0,20.0,3,11000,10.65,0.13,11
26,175000,0,2.0,0,3000,8.94,0.02,3
23,39600,3,4.0,3,5000,14.84,0.13,2
25,100000,0,9.0,1,15000,7.88,0.15,2
21,65004,3,5.0,4,6000,7.68,0.09,3
29,40000,0,13.0,4,25000,11.86,0.63,7
25,45000,3,0.0,0,10000,12.98,0.22,3
32,70000,0,5.0,5,14000,7.49,0.2,10
66,38400,3,14.0,3,11000,5.42,0.29,19
23,45000,2,3.0,3,7000,9.63,0.16,3
34,63000,2,5.0,5,20500,20.9,0.33,8
25,59000,0,4.0,4,3000,16.29,0.05,3
27,31200,3,2.0,4,3000,10.99,0.1,6
35,94000,0,2.0,2,10000,7.49,0.11,9
28,59520,0,9.0,4,5000,8.59,0.08,7
25,75912,0,9.0,2,22400,9.99,0.3,4
38,67200,0,11.0,1,8000,7.9,0.12,11
36,52000,3,2.0,1,7000,13.85,0.13,14
27,38000,2,11.0,2,4000,7.68,0.11,9
25,46000,0,5.0,1,23500,10.25,0.51,4
23,33000,3,0.0,4,7800,10.95,0.24,2
23,74000,0,7.0,1,12000,11.58,0.16,2
32,153000,0,5.0,5,8400,12.84,0.05,9
29,34000,3,0.0,5,3500,12.69,0.1,8
22,20400,2,0.0,0,3800,10.99,0.19,3
32,50000,0,5.0,3,9600,6.76,0.19,10
31,36000,3,12.0,5,1450,10.99,0.04,7
23,30000,3,4.0,5,1000,7.49,0.03,3
22,40000,3,2.0,1,4000,10.99,0.1,2
24,56000,3,7.0,5,7000,8.59,0.13,3
27,33267,0,5.0,2,3200,12.18,0.1,6
26,23484,3,4.0,5,5000,7.49,0.21,2
26,39996,3,0.0,5,12000,10.99,0.3,4
27,59068,0,11.0,5,13500,13.22,0.23,9
26,41004,0,5.0,5,16000,10.95,0.39,3
25,48996,3,9.0,3,10000,14.54,0.2,2
22,55000,0,2.0,3,20000,11.71,0.36,2
28,23350,3,8.0,3,4900,7.88,0.21,6
30,14500,3,15.0,0,7000,6.76,0.48,5
24,48996,3,5.0,5,5000,13.79,0.1,4
27,55000,3,0.0,5,16000,11.12,0.29,9
21,34000,1,3.0,5,9600,15.68,0.28,2
22,42000,3,2.0,0,4500,11.49,0.11,4
23,45000,3,7.0,5,4000,16.32,0.09,2
33,160000,0,3.0,0,22000,10.75,0.14,9
23,36000,3,5.0,3,10000,9.99,0.28,4
37,50000,0,4.0,1,2325,6.99,0.05,17
25,72000,3,2.0,5,10000,10.37,0.14,3
26,42000,3,0.0,3,21000,17.26,0.5,4
31,59534,3,5.0,4,15000,15.21,0.25,10
26,78000,0,10.0,1,8325,6.99,0.11,4
29,91000,3,10.0,3,16800,10.99,0.18,5
29,68000,3,9.0,5,14000,12.61,0.21,8
24,61000,0,4.0,4,10000,15.65,0.16,3
22,36996,3,2.0,4,18250,14.61,0.49,2
32,120000,3,5.0,5,15000,15.68,0.13,7
35,83234,0,19.0,0,10000,18.25,0.12,9
37,71000,0,11.0,0,11200,12.42,0.16,11
22,39996,3,3.0,5,11000,5.79,0.28,2
25,43000,0,5.0,0,10000,7.88,0.23,3
26,103872,3,6.0,0,24000,20.03,0.23,4
23,72000,0,5.0,3,16000,7.4,0.22,3
22,48000,3,1.0,1,7200,9.62,0.15,3
38,202000,0,2.0,5,15000,12.04,0.07,13
51,36000,3,3.0,3,10000,15.65,0.28,30
23,55365,0,4.0,4,25000,19.04,0.45,4
24,108000,0,1.0,2,18000,12.53,0.17,3
23,53724,0,7.0,1,8600,6.03,0.16,3
28,90522,0,4.0,0,12000,6.91,0.13,9
28,80004,0,5.0,3,12000,6.91,0.15,6
30,225000,3,2.0,3,25000,12.42,0.11,10
23,52780,0,2.0,4,8000,7.51,0.15,2
24,50000,3,3.0,4,17000,13.79,0.34,3
30,275000,0,14.0,1,7000,11.71,0.03,10
25,24000,3,0.0,4,2000,10.38,0.08,4
34,72000,3,6.0,0,20000,10.99,0.28,6
22,32000,0,4.0,1,11050,7.49,0.35,2
24,69000,3,3.0,5,14000,12.61,0.2,2
42,97000,0,13.0,4,1500,15.96,0.02,16
25,105000,0,9.0,0,12000,10.99,0.11,2
24,90000,0,8.0,4,8000,9.91,0.09,4
24,48000,0,8.0,4,3200,5.99,0.07,4
22,37000,0,2.0,0,13000,7.88,0.35,4
22,58650,0,5.0,3,9250,15.21,0.13,4
34,225000,0,4.0,3,3000,13.35,0.01,10
25,76000,3,1.0,1,5000,7.9,0.07,3
22,29000,3,4.0,0,6400,15.95,0.22,4
24,40000,3,2.0,1,7000,11.34,0.17,2
42,33600,0,11.0,5,5000,10.99,0.15,11
23,46113,0,4.0,4,9000,15.99,0.2,4
22,58000,3,2.0,4,6000,6.92,0.1,4
40,85000,0,4.0,2,5000,14.27,0.06,16
33,20988,2,2.0,4,3600,11.71,0.17,5
35,50000,3,6.0,5,7200,11.99,0.14,9
24,39996,3,1.0,3,7000,13.11,0.18,3
27,25000,3,4.0,4,8000,14.84,0.32,7
23,26000,3,2.0,3,3525,6.62,0.14,4
29,42000,0,8.0,4,7800,13.11,0.19,9
22,57000,0,4.0,1,12875,7.9,0.23,2
32,95000,0,12.0,1,9000,5.42,0.09,7
35,38000,0,1.0,3,2400,10.37,0.06,5
28,112000,3,1.0,3,6000,12.69,0.05,8
37,36000,0,5.0,0,12000,6.03,0.33,13
25,60000,3,5.0,1,3000,17.58,0.05,2
28,52000,2,6.0,2,14000,12.42,0.27,10
23,33098,0,4.0,0,9000,16.29,0.27,3
30,40000,3,8.0,5,2500,5.79,0.06,8
28,89400,3,12.0,2,5000,15.2,0.06,6
24,57431,0,8.0,4,4000,6.76,0.07,3
29,175000,0,2.0,2,10000,10.99,0.06,9
21,23004,3,5.0,5,1350,9.99,0.06,2
28,20400,0,4.0,1,2075,7.88,0.1,8
24,45000,0,8.0,5,6000,7.51,0.13,4
21,40000,3,6.0,0,15000,14.27,0.38,3
40,54000,3,7.0,4,12000,10.62,0.22,17
28,56000,0,4.0,0,15000,7.49,0.27,9
23,54000,3,3.0,0,6250,6.99,0.12,3
24,40944,3,0.0,3,8200,11.36,0.2,4
24,59000,3,5.0,1,15000,14.79,0.25,3
44,73500,2,2.0,5,20000,12.18,0.27,17
24,70000,3,0.0,2,13000,7.9,0.19,3
25,42000,3,4.0,5,1925,6.17,0.05,2
47,43200,0,8.0,2,13750,14.84,0.32,13
24,95004,0,0.0,3,18000,13.35,0.19,3
33,65000,3,4.0,3,10000,11.99,0.15,9
36,50000,3,2.0,0,5500,8.32,0.11,16
22,55000,3,6.0,4,8000,11.71,0.15,3
26,60000,0,6.0,1,9000,6.91,0.15,3
32,25000,3,12.0,5,5500,11.11,0.22,10
45,38268,0,14.0,4,8400,12.18,0.22,11
23,58000,1,0.0,5,16000,12.21,0.28,4
22,51996,2,7.0,5,6000,10.75,0.12,2
25,125000,0,9.0,4,12000,9.91,0.1,3
24,24000,3,1.0,3,2500,10.74,0.1,3
52,71520,3,0.0,5,7000,16.82,0.1,28
27,72000,2,10.0,5,10000,8.94,0.14,6
22,50000,3,2.0,4,8000,13.16,0.16,2
26,139992,0,0.0,1,14400,10.99,0.1,4
29,140000,3,3.0,4,20000,10.0,0.14,9
29,44000,0,9.0,0,10000,14.74,0.23,5
24,80000,3,0.0,1,10000,10.99,0.13,4
27,69000,0,3.0,1,4000,11.49,0.06,8
30,51600,3,12.0,0,2000,9.99,0.04,5
22,50000,3,6.0,1,10000,10.99,0.2,2
22,15996,3,3.0,0,4000,13.35,0.25,2
23,60000,3,0.0,5,8400,7.49,0.14,3
22,61000,0,6.0,3,12000,13.49,0.2,4
30,35000,0,2.0,2,5200,9.88,0.15,6
25,28000,3,10.0,4,13000,7.9,0.46,3
27,38500,3,1.0,0,3000,11.48,0.08,8
37,55236,0,9.0,5,6500,6.03,0.12,16
24,52000,3,3.0,1,10000,12.42,0.19,2
22,105000,0,2.0,5,15000,15.95,0.14,3
23,56000,3,3.0,1,5875,14.54,0.1,2
23,60000,0,6.0,4,7000,6.54,0.12,2
28,35000,3,1.0,4,7000,12.69,0.2,8
25,28800,0,4.0,1,1000,5.42,0.03,3
25,39000,3,4.0,4,14000,16.49,0.36,3
23,66000,3,1.0,5,20000,14.11,0.3,3
32,27600,3,0.0,3,7000,6.54,0.25,9
30,66000,0,15.0,0,15000,11.14,0.23,5
23,34000,3,0.0,3,1000,7.37,0.03,4
25,43500,0,2.0,2,9000,9.63,0.21,4
29,76663,3,9.0,1,12000,10.99,0.16,9
23,80004,3,2.0,0,3400,8.49,0.04,3
30,38000,3,0.0,3,12800,5.79,0.34,8
28,108000,0,6.0,1,27400,10.99,0.25,7
31,64000,0,15.0,0,20000,10.99,0.31,5
35,72000,0,4.0,3,15000,10.59,0.21,6
27,74400,0,11.0,0,10000,16.0,0.13,6
28,44500,0,5.0,5,20000,9.45,0.45,10
26,40000,3,0.0,5,8200,6.62,0.2,4
24,38000,0,8.0,4,5000,10.0,0.13,3
25,96050,0,3.0,3,35000,19.29,0.31,2
24,36000,3,2.0,5,8000,14.96,0.22,2
24,52000,3,3.0,2,8000,10.99,0.15,4
33,50000,3,1.0,0,9000,7.51,0.18,5
24,65000,3,5.0,4,15000,6.17,0.23,2
26,108000,0,1.0,1,6000,7.49,0.06,4
35,91000,2,6.0,5,5600,10.99,0.06,8
23,45600,0,4.0,3,3000,11.49,0.07,4
27,37000,2,3.0,3,5000,9.91,0.14,6
30,62400,0,2.0,2,6000,6.03,0.1,10
22,90000,0,1.0,1,2500,13.22,0.03,2
28,24000,3,4.0,4,5600,12.68,0.23,5
27,36400,3,5.0,3,9000,7.49,0.25,8
22,54000,3,2.0,3,10000,13.36,0.19,3
30,50000,0,6.0,0,4000,14.27,0.08,9
35,104000,3,0.0,0,3000,11.58,0.03,6
25,11000,3,3.0,3,3400,10.99,0.31,2
44,35000,3,3.0,0,4500,14.59,0.13,11
32,34000,0,4.0,2,7500,5.99,0.22,7
28,100000,0,6.0,3,24000,11.48,0.24,9
26,156000,3,2.0,0,15000,12.42,0.1,4
35,40000,3,2.0,3,7550,13.92,0.19,9
28,35000,3,12.0,4,10000,16.29,0.29,5
28,25000,3,1.0,5,5000,7.51,0.2,9
36,62000,3,13.0,1,3000,8.9,0.05,12
29,70000,0,0.0,1,8000,10.99,0.11,9
24,120000,0,8.0,4,16000,10.99,0.13,3
22,58000,2,6.0,3,20000,11.99,0.34,4
33,30000,0,8.0,5,12000,7.14,0.4,5
29,43200,3,4.0,1,1600,13.49,0.04,10
24,66600,2,3.0,5,7200,10.65,0.11,4
25,45000,0,4.0,2,2700,10.99,0.06,4
26,40000,3,4.0,3,15000,10.99,0.38,3
144,6000000,0,12.0,4,5000,12.73,0.0,25
30,73000,3,15.0,4,5500,9.99,0.08,5
29,75000,3,2.0,0,4000,8.49,0.05,6
23,25000,3,0.0,1,7200,12.68,0.29,4
21,39000,3,4.0,1,6000,10.38,0.15,3
31,56000,2,6.0,5,11500,10.99,0.21,9
22,53124,0,4.0,1,6500,13.61,0.12,3
26,56000,3,6.0,2,8150,12.87,0.15,4
27,65000,0,11.0,0,19200,7.49,0.3,7
32,86000,0,6.0,0,15000,16.4,0.17,5
23,42000,3,5.0,1,3000,17.93,0.07,2
27,130000,0,2.0,5,5000,9.99,0.04,9
25,68000,3,4.0,4,20000,12.53,0.29,4
21,101004,0,2.0,0,14000,10.25,0.14,2
32,30000,3,5.0,5,6000,12.61,0.2,5
22,32400,3,6.0,1,8000,7.9,0.25,2
44,43200,3,4.0,3,6000,5.42,0.14,11
24,53000,0,4.0,5,15000,10.99,0.28,2
23,61455,0,0.0,3,15000,16.82,0.21,3
22,78000,0,3.0,1,16000,16.45,0.21,3
28,38196,0,5.0,4,10750,10.75,0.28,8
23,67000,2,1.0,5,3250,6.76,0.05,4
31,47700,3,2.0,3,12000,11.99,0.25,5
22,40000,3,0.0,0,2100,6.39,0.05,2
22,63000,0,6.0,1,3700,5.42,0.06,4
21,45000,3,3.0,1,10300,10.59,0.23,2
25,15996,3,1.0,1,2000,13.48,0.13,4
23,68700,3,2.0,5,7000,12.53,0.1,4
35,69000,3,5.0,0,6400,16.77,0.09,8
23,63150,0,7.0,3,12000,9.91,0.19,2
28,21000,3,0.0,4,4200,15.21,0.2,10
28,49861,3,2.0,3,25000,13.11,0.5,7
33,130050,0,0.0,3,10000,14.61,0.07,7
35,50000,3,16.0,3,13000,10.25,0.26,8
27,146000,3,3.0,5,10175,12.99,0.07,6
24,74900,0,5.0,5,18300,10.99,0.24,2
28,27000,2,7.0,4,2400,10.99,0.09,5
22,85000,0,2.0,5,6000,7.88,0.07,2
24,35000,0,2.0,2,7500,7.9,0.21,3
23,24960,3,0.0,4,10000,9.64,0.4,4
27,47000,3,11.0,3,1300,10.46,0.03,8
24,63000,0,8.0,4,11400,13.79,0.18,4
24,50000,3,0.0,5,7200,11.71,0.14,2
28,53004,0,2.0,2,10000,12.98,0.19,10
24,69996,0,8.0,1,3000,6.39,0.04,3
24,24000,2,5.0,5,4200,6.99,0.17,3
31,78000,0,1.0,2,20000,14.26,0.26,10
23,94000,3,7.0,3,3500,11.49,0.04,3
24,50000,3,6.0,3,5000,6.54,0.1,2
32,38000,3,0.0,1,7200,10.08,0.19,7
30,62900,0,2.0,3,10000,10.99,0.14,6
22,66000,0,4.0,5,3000,7.51,0.05,3
31,42500,3,3.0,3,6500,7.29,0.15,10
28,15000,0,0.0,2,4000,15.37,0.27,10
37,59000,0,10.0,3,12000,15.62,0.2,12
33,60000,0,3.0,0,5000,5.42,0.08,7
37,21600,3,7.0,3,3000,12.18,0.14,14
26,47004,3,5.0,4,10000,15.05,0.21,2
22,29004,0,3.0,5,5000,9.25,0.17,4
29,48000,0,8.0,5,4500,5.42,0.09,6
33,80000,0,9.0,5,6000,11.11,0.07,8
25,69360,0,2.0,3,22000,19.79,0.27,3
28,50500,3,3.0,4,5200,12.53,0.1,8
23,32000,0,1.0,0,15000,11.58,0.47,4
24,50000,0,7.0,5,1000,14.42,0.02,3
27,55000,3,11.0,3,8000,11.83,0.15,9
33,113000,0,15.0,3,5000,13.49,0.04,9
25,49000,3,8.0,1,6000,10.99,0.12,2
21,36000,0,5.0,4,2800,6.99,0.08,2
21,48000,0,1.0,1,3500,10.25,0.07,3
30,60000,3,11.0,0,5500,7.51,0.09,10
23,76000,3,0.0,4,7000,14.96,0.09,4
33,53000,3,1.0,3,12000,12.84,0.23,5
26,22000,0,3.0,0,3825,10.65,0.17,4
25,19200,3,3.0,3,5000,10.99,0.26,2
29,54000,0,8.0,5,14800,15.31,0.27,5
25,62000,3,2.0,2,13000,6.91,0.21,2
30,45000,3,2.0,5,13250,7.9,0.29,10
41,95000,3,3.0,5,10000,16.49,0.11,16
24,25000,3,0.0,2,8500,12.21,0.34,2
23,122000,3,7.0,3,14000,13.48,0.11,4
22,27360,3,5.0,1,5000,7.51,0.18,2
21,50000,3,5.0,3,6000,10.75,0.12,2
24,57000,3,0.0,5,6000,7.9,0.11,3
21,11000,0,3.0,5,4575,17.74,0.42,3
23,55000,3,3.0,5,5400,11.99,0.1,2
22,71400,0,4.0,1,3000,10.99,0.04,3
26,47000,3,7.0,4,15000,7.9,0.32,3
21,82000,0,3.0,4,11000,10.99,0.13,3
36,37008,3,8.0,5,6000,14.79,0.16,14
26,144000,3,0.0,0,5800,7.29,0.04,3
23,138000,3,1.0,0,5000,14.91,0.04,4
34,35000,3,1.0,4,8000,6.17,0.23,9
25,93000,0,5.0,3,12000,7.88,0.13,4
29,180396,0,8.0,4,18000,12.69,0.1,9
27,51850,3,2.0,3,3000,14.96,0.05,7
25,54000,0,7.0,4,12000,16.49,0.22,3
27,44004,0,2.0,3,10000,6.92,0.23,6
37,39996,3,2.0,3,1800,9.63,0.05,13
26,43873,2,4.0,2,17500,16.32,0.4,3
22,120000,0,5.0,3,18000,8.94,0.15,3
25,68000,3,4.0,4,11200,11.99,0.16,2
26,185000,0,10.0,2,6000,11.12,0.03,4
27,31200,2,2.0,2,6000,14.35,0.19,7
24,50000,2,5.0,0,15000,16.29,0.3,4
27,30000,3,5.0,3,16000,7.9,0.53,8
30,26400,0,4.0,3,5000,7.14,0.19,6
24,145000,3,3.0,5,14000,12.84,0.1,4
22,87000,2,4.0,1,10000,8.59,0.11,3
31,56839,3,15.0,3,9000,15.33,0.16,6
23,59800,0,7.0,5,15000,15.96,0.25,3
22,65500,3,4.0,1,17600,10.74,0.27,2
23,56000,3,7.0,0,3500,10.99,0.06,3
22,26400,3,6.0,1,1500,11.11,0.06,3
26,69000,0,4.0,5,16000,15.7,0.23,4
22,45000,3,0.0,4,6000,13.23,0.13,4
25,85000,0,10.0,5,16000,10.99,0.19,2
49,42000,0,15.0,1,16750,10.99,0.4,12
23,44000,3,2.0,3,12000,10.99,0.27,4
24,85000,0,1.0,0,12000,7.88,0.14,3
24,49000,0,7.0,3,3500,7.88,0.07,3
33,57800,0,12.0,3,7000,6.99,0.12,6
26,50000,3,2.0,4,10000,8.49,0.2,3
24,109000,0,3.0,0,8800,12.69,0.08,2
35,24960,3,6.0,5,1400,8.49,0.06,7
23,23340,3,8.0,1,5300,7.9,0.23,3
32,66000,0,5.0,0,2000,15.28,0.03,7
37,44196,3,0.0,3,12400,11.26,0.28,14
24,80000,3,2.0,3,24000,10.25,0.3,2
31,27036,0,2.0,1,6500,11.11,0.24,7
37,600000,2,11.0,2,16000,10.25,0.03,14
25,30720,0,3.0,5,2000,11.12,0.07,2
32,120000,0,3.0,0,8000,8.9,0.07,6
24,205000,0,8.0,1,35000,13.99,0.17,2
36,60000,3,1.0,4,7200,10.99,0.12,12
24,50496,0,3.0,4,3000,11.99,0.06,3
23,60000,0,6.0,1,25600,10.99,0.43,4
25,70000,3,5.0,2,6800,5.42,0.1,2
30,51996,0,5.0,4,3200,6.99,0.06,5
43,42000,3,4.0,1,7000,14.96,0.17,16
43,50000,0,11.0,3,11500,10.99,0.23,12
23,60000,0,6.0,1,1200,6.03,0.02,3
24,60000,0,6.0,0,10000,8.9,0.17,2
25,125000,0,3.0,5,10000,5.99,0.08,3
23,48000,3,1.0,4,10000,13.79,0.21,3
33,52000,0,4.0,2,1800,7.51,0.03,5
34,119000,0,10.0,2,6000,10.99,0.05,10
32,97000,0,6.0,2,5500,12.18,0.06,9
32,30000,0,6.0,5,10000,7.51,0.33,9
24,67430,0,8.0,3,12000,12.87,0.18,4
23,36000,0,7.0,0,6400,11.49,0.18,3
26,52000,2,10.0,1,5000,15.65,0.1,4
25,67000,3,7.0,3,7500,12.18,0.11,4
27,60000,2,11.0,5,4000,13.98,0.07,7
42,72000,0,25.0,0,10000,7.14,0.14,13
35,59000,3,11.0,0,2000,13.48,0.03,7
31,95000,0,1.0,2,13200,12.99,0.14,8
37,85000,2,3.0,1,10000,18.43,0.12,16
23,63600,0,7.0,5,2475,5.79,0.04,3
36,70000,0,16.0,5,10000,9.88,0.14,14
28,63550,0,12.0,2,12500,10.99,0.2,10
25,33600,3,5.0,0,1000,11.86,0.03,2
23,50000,3,3.0,5,6400,6.91,0.13,2
21,40000,0,3.0,0,8000,6.92,0.2,4
24,30000,3,0.0,4,12000,11.48,0.4,3
25,27996,3,0.0,3,1500,11.89,0.05,3
27,43000,3,8.0,5,4900,9.91,0.11,5
23,81600,0,7.0,5,9000,7.49,0.11,3
24,70000,0,3.0,1,7750,6.62,0.11,3
23,57960,3,0.0,4,7000,13.04,0.12,4
27,50000,0,3.0,5,15000,9.88,0.3,8
38,120000,3,3.0,0,10000,10.28,0.08,12
21,45000,3,1.0,4,6800,5.79,0.15,3
23,58560,0,7.0,3,8000,12.21,0.14,3
35,99000,0,12.0,3,3000,10.99,0.03,9
23,25000,3,0.0,0,5000,6.91,0.2,3
25,74000,3,9.0,2,8000,7.29,0.11,3
23,30000,0,2.0,5,1200,9.67,0.04,2
22,28800,3,6.0,3,8000,11.49,0.28,2
24,33000,3,1.0,3,5000,21.36,0.15,2
24,37200,3,4.0,3,10000,12.92,0.27,4
26,30576,0,10.0,3,3000,14.46,0.1,2
34,90000,3,4.0,3,6400,10.99,0.07,7
24,25000,0,1.0,3,4000,11.11,0.16,2
24,65000,3,0.0,1,14000,10.99,0.22,4
24,52800,3,8.0,0,9000,7.49,0.17,4
24,133000,0,8.0,2,3000,11.99,0.02,4
24,114800,3,6.0,4,10000,8.94,0.09,4
23,53616,3,6.0,1,1600,12.42,0.03,4
23,18460,3,0.0,4,2775,7.68,0.15,2
26,79380,0,5.0,1,10000,12.23,0.13,3
21,52000,3,5.0,3,12500,10.99,0.24,3
31,55000,0,0.0,5,4500,7.14,0.08,6
25,80000,0,0.0,3,15500,10.99,0.19,3
22,44000,0,2.0,4,3500,5.99,0.08,2
21,69000,3,0.0,2,15000,15.28,0.22,4
39,84000,0,2.0,1,4000,9.63,0.05,12
24,78000,0,0.0,0,19500,15.31,0.25,4
24,31200,3,3.0,0,4000,12.42,0.13,4
24,88494,2,8.0,3,24000,10.99,0.27,2
22,20640,3,0.0,1,2500,12.68,0.12,3
30,43580,0,5.0,4,6000,12.21,0.14,7
22,37800,0,7.0,1,7200,10.99,0.19,2
25,90000,0,9.0,1,20000,6.54,0.22,3
30,77000,0,2.0,4,25000,12.18,0.32,10
24,128000,0,4.0,1,12000,6.03,0.09,2
26,38832,3,0.0,0,10000,10.37,0.26,2
39,62000,2,3.0,4,7200,7.49,0.12,12
21,15360,3,0.0,1,1600,12.69,0.1,2
32,57192,3,5.0,4,6400,8.0,0.11,5
26,85000,0,4.0,0,6000,9.88,0.07,2
23,20000,3,1.0,4,3200,7.14,0.16,4
22,31000,3,0.0,0,12000,10.25,0.39,4
22,35000,3,6.0,0,12000,11.71,0.34,4
39,77256,0,16.0,2,10000,11.86,0.13,11
35,70000,0,14.0,2,20000,11.49,0.29,10
28,86400,0,0.0,1,16000,14.09,0.19,6
27,34000,3,3.0,5,10000,13.49,0.29,10
22,60000,0,5.0,5,20000,12.21,0.33,3
36,38160,3,3.0,1,6000,12.61,0.16,17
52,116000,0,6.0,4,12800,9.99,0.11,23
31,75000,0,4.0,0,13800,10.99,0.18,9
26,68551,0,1.0,1,4000,14.22,0.06,2
22,45000,0,3.0,1,4000,11.83,0.09,3
23,48000,0,7.0,0,2500,11.71,0.05,3
59,40000,0,5.0,4,3600,7.49,0.09,24
24,16000,3,2.0,0,4200,10.99,0.26,4
31,99504,3,5.0,0,7500,13.57,0.08,10
32,25000,3,0.0,4,3000,13.48,0.12,5
33,71000,0,4.0,0,5300,11.49,0.07,9
28,24000,3,5.0,4,5500,10.36,0.23,7
23,115000,3,2.0,1,35000,7.9,0.3,4
35,62217,3,15.0,1,3700,10.99,0.06,8
23,51840,3,1.0,0,12000,15.95,0.23,3
29,56000,0,8.0,5,13000,7.88,0.23,5
24,24000,3,0.0,3,5600,12.73,0.23,4
30,32000,3,15.0,5,11500,15.23,0.36,6
25,25000,2,5.0,2,2000,14.17,0.08,3
27,58000,3,11.0,5,7000,10.99,0.12,9
41,34800,3,4.0,0,5000,11.99,0.14,14
43,45000,3,5.0,1,7000,5.42,0.16,12
24,38400,3,8.0,4,3000,17.56,0.08,2
24,54000,3,3.0,1,4025,6.76,0.07,2
28,48000,0,4.0,4,3000,11.99,0.06,10
28,73000,0,9.0,0,15600,6.03,0.21,9
25,19200,3,4.0,1,6250,15.31,0.33,2
32,62000,3,5.0,3,15000,12.99,0.24,6
21,9900,2,2.0,5,2500,7.14,0.25,2
40,60000,0,2.0,2,14400,5.42,0.24,12
25,30720,3,6.0,3,10000,10.37,0.33,3
24,43000,0,3.0,4,11500,7.88,0.27,2
29,30000,3,7.0,2,9000,6.91,0.3,8
31,39000,0,0.0,2,12000,13.3,0.31,7
26,53500,3,1.0,4,5000,12.18,0.09,3
26,70000,0,0.0,2,8000,14.84,0.11,3
22,83000,3,6.0,0,24000,19.69,0.29,3
29,25000,0,4.0,1,8500,7.9,0.34,5
27,52000,0,7.0,0,5000,7.75,0.1,7
25,65900,3,2.0,0,10000,8.49,0.15,2
22,30000,0,6.0,5,3000,11.49,0.1,2
22,60000,0,6.0,0,6000,13.11,0.1,4
24,42000,0,2.0,4,2000,11.28,0.05,2
36,78000,0,7.0,4,15000,7.88,0.19,16
23,107806,3,3.0,5,11425,10.37,0.11,3
26,90000,3,8.0,4,7000,13.49,0.08,3
25,49000,2,6.0,4,3000,10.99,0.06,4
21,54036,0,3.0,3,8000,11.36,0.15,2
22,91234,0,6.0,3,12000,11.83,0.13,2
27,36000,3,11.0,3,3000,8.0,0.08,9
24,43200,0,3.0,2,16000,10.99,0.37,2
26,95000,0,10.0,5,5000,9.88,0.05,2
21,62000,0,2.0,0,6000,7.51,0.1,2
32,37992,3,3.0,5,5000,16.35,0.13,5
24,86000,0,0.0,4,20000,10.99,0.23,3
33,44136,0,2.0,1,5000,10.99,0.11,8
23,60000,3,0.0,4,12000,7.88,0.2,2
22,59317,3,5.0,5,5000,11.48,0.08,4
23,80000,3,4.0,4,6475,6.99,0.08,3
26,34000,3,10.0,0,6925,15.99,0.2,3
26,88200,0,9.0,2,3000,10.59,0.03,4
23,33204,3,7.0,1,2000,14.72,0.06,2
23,38000,3,7.0,4,12000,11.71,0.32,4
35,136240,0,9.0,1,15000,7.88,0.11,6
27,37000,2,5.0,2,8000,10.99,0.22,10
34,90000,0,4.0,0,9900,5.99,0.11,5
23,41124,3,7.0,0,6000,7.49,0.15,4
30,41000,3,14.0,0,6000,6.03,0.15,10
25,84000,3,1.0,5,8000,16.45,0.1,2
25,120000,0,7.0,3,4000,5.42,0.03,3
29,45600,0,3.0,1,4750,10.99,0.1,9
36,30000,3,0.0,1,9000,12.18,0.3,17
23,92000,0,7.0,4,12000,6.62,0.13,3
22,80000,3,4.0,4,7000,7.51,0.09,2
28,51043,0,12.0,4,2100,12.29,0.04,8
43,25000,0,10.0,1,10000,9.62,0.4,17
22,85000,0,1.0,3,25000,12.53,0.29,4
23,48000,3,4.0,3,7500,5.79,0.16,4
24,39996,3,0.0,1,5000,14.11,0.13,2
30,66000,0,0.0,0,11200,9.32,0.17,9
27,90000,0,5.0,5,20500,14.96,0.23,8
23,90000,3,4.0,0,13000,12.73,0.14,2
27,44000,0,0.0,1,6000,13.23,0.14,8
30,60000,3,2.0,4,10000,7.49,0.17,7
26,45243,3,3.0,5,4800,9.25,0.11,2
24,30000,3,0.0,4,10000,19.29,0.33,3
38,55000,3,9.0,2,3325,16.89,0.06,14
26,50000,2,5.0,3,3250,7.51,0.07,2
35,50000,0,0.0,1,5600,12.53,0.11,7
25,39000,0,9.0,3,4500,6.54,0.12,4
